,spk1,spk2,spk3
1.76,0.0,0.0,1.0
1.78,0.0,0.0,1.0
1.8,0.0,0.0,1.0
1.82,0.0,0.0,1.0
1.84,0.0,0.0,1.0
1.86,0.0,0.0,1.0
1.8800000000000001,0.0,0.0,1.0
1.9000000000000001,0.0,0.0,1.0
1.92,0.0,0.0,1.0
1.94,0.0,1.0,1.0
1.96,0.0,1.0,1.0
1.98,0.0,1.0,1.0
2.0,0.0,1.0,1.0
2.02,0.0,1.0,1.0
2.04,0.0,1.0,1.0
2.06,0.0,1.0,1.0
2.08,0.0,1.0,1.0
2.1,0.0,1.0,1.0
2.12,0.0,1.0,1.0
2.14,0.0,1.0,1.0
2.16,0.0,1.0,1.0
2.18,0.0,1.0,1.0
2.2,0.0,1.0,1.0
2.22,0.0,1.0,1.0
2.24,0.0,1.0,1.0
2.2600000000000002,0.0,1.0,1.0
2.2800000000000002,0.0,1.0,1.0
2.3000000000000003,0.0,1.0,1.0
2.32,0.0,1.0,1.0
2.34,0.0,1.0,1.0
2.36,0.0,1.0,1.0
2.38,0.0,1.0,1.0
2.4,0.0,1.0,1.0
2.42,0.0,1.0,1.0
2.44,0.0,1.0,1.0
2.46,0.0,1.0,1.0
2.48,0.0,1.0,1.0
2.5,0.0,1.0,1.0
2.52,0.0,1.0,1.0
2.54,0.0,1.0,1.0
2.56,0.0,1.0,1.0
2.58,0.0,1.0,1.0
2.6,0.0,1.0,1.0
2.62,0.0,1.0,1.0
2.64,0.0,1.0,1.0
2.66,0.0,1.0,1.0
2.68,0.0,1.0,1.0
2.7,0.0,1.0,1.0
2.72,0.0,1.0,1.0
2.74,0.0,1.0,1.0
2.7600000000000002,0.0,1.0,1.0
2.7800000000000002,0.0,1.0,1.0
2.8000000000000003,0.0,1.0,1.0
2.82,0.0,1.0,1.0
2.84,0.0,1.0,1.0
2.86,0.0,1.0,1.0
2.88,0.0,1.0,1.0
2.9,0.0,1.0,1.0
2.92,0.0,1.0,1.0
2.94,0.0,1.0,1.0
2.96,0.0,1.0,1.0
2.98,0.0,1.0,1.0
3.0,0.0,1.0,1.0
3.02,0.0,1.0,1.0
3.04,0.0,1.0,1.0
3.06,0.0,1.0,1.0
3.08,0.0,1.0,1.0
3.1,0.0,1.0,1.0
3.12,0.0,1.0,1.0
3.14,0.0,1.0,1.0
3.16,0.0,1.0,1.0
3.18,0.0,1.0,1.0
3.2,0.0,1.0,1.0
3.22,0.0,1.0,1.0
3.24,0.0,1.0,1.0
3.2600000000000002,0.0,1.0,1.0
3.2800000000000002,0.0,1.0,1.0
3.3000000000000003,0.0,1.0,1.0
3.3200000000000003,0.0,1.0,1.0
3.34,0.0,1.0,1.0
3.36,0.0,1.0,1.0
3.38,0.0,1.0,1.0
3.4,0.0,1.0,1.0
3.42,0.0,1.0,1.0
3.44,0.0,1.0,1.0
3.46,0.0,1.0,1.0
3.48,0.0,1.0,1.0
3.5,0.0,1.0,1.0
3.52,0.0,1.0,1.0
3.54,0.0,1.0,1.0
3.56,0.0,1.0,1.0
3.58,0.0,1.0,1.0
3.6,0.0,1.0,1.0
3.62,0.0,1.0,1.0
3.64,0.0,1.0,1.0
3.66,0.0,1.0,1.0
3.68,0.0,1.0,1.0
3.7,0.0,1.0,1.0
3.72,0.0,1.0,1.0
3.74,0.0,1.0,1.0
3.7600000000000002,0.0,1.0,1.0
3.7800000000000002,0.0,1.0,1.0
3.8000000000000003,0.0,1.0,1.0
3.8200000000000003,0.0,1.0,1.0
3.84,0.0,1.0,1.0
3.86,0.0,1.0,0.0
3.88,0.0,1.0,0.0
3.9,0.0,1.0,0.0
3.92,0.0,1.0,0.0
3.94,0.0,1.0,0.0
3.96,0.0,1.0,0.0
3.98,0.0,1.0,0.0
4.0,0.0,1.0,0.0
4.0200000000000005,0.0,1.0,0.0
4.04,0.0,1.0,0.0
4.0600000000000005,0.0,1.0,0.0
4.08,0.0,1.0,0.0
4.1,0.0,1.0,0.0
4.12,0.0,1.0,0.0
4.14,0.0,1.0,0.0
4.16,0.0,1.0,0.0
4.18,0.0,1.0,0.0
4.2,0.0,1.0,0.0
4.22,0.0,1.0,0.0
4.24,0.0,1.0,0.0
4.26,0.0,1.0,0.0
4.28,0.0,1.0,0.0
4.3,0.0,1.0,0.0
4.32,0.0,1.0,0.0
4.34,1.0,1.0,0.0
4.36,1.0,1.0,0.0
4.38,1.0,1.0,0.0
4.4,1.0,1.0,0.0
4.42,1.0,1.0,0.0
4.44,1.0,1.0,0.0
4.46,1.0,1.0,0.0
4.48,1.0,1.0,0.0
4.5,1.0,1.0,0.0
4.5200000000000005,1.0,1.0,0.0
4.54,1.0,1.0,0.0
4.5600000000000005,1.0,1.0,0.0
4.58,1.0,1.0,0.0
4.6000000000000005,1.0,1.0,0.0
4.62,1.0,1.0,0.0
4.64,1.0,1.0,0.0
4.66,1.0,1.0,0.0
4.68,1.0,1.0,0.0
4.7,1.0,1.0,0.0
4.72,1.0,1.0,0.0
4.74,1.0,1.0,0.0
4.76,1.0,1.0,0.0
4.78,1.0,1.0,0.0
4.8,1.0,1.0,0.0
4.82,1.0,1.0,1.0
4.84,1.0,1.0,1.0
4.86,1.0,1.0,1.0
4.88,1.0,1.0,1.0
4.9,1.0,1.0,1.0
4.92,1.0,1.0,1.0
4.94,1.0,1.0,1.0
4.96,1.0,1.0,1.0
4.98,1.0,1.0,1.0
5.0,1.0,1.0,1.0
5.0200000000000005,1.0,1.0,1.0
5.04,1.0,1.0,1.0
5.0600000000000005,1.0,1.0,1.0
5.08,1.0,1.0,1.0
5.1000000000000005,1.0,1.0,1.0
5.12,1.0,1.0,1.0
5.14,1.0,1.0,1.0
5.16,1.0,1.0,1.0
5.18,1.0,1.0,1.0
5.2,1.0,1.0,1.0
5.22,1.0,1.0,1.0
5.24,1.0,1.0,1.0
5.26,1.0,1.0,1.0
5.28,1.0,1.0,1.0
5.3,1.0,1.0,1.0
5.32,1.0,1.0,1.0
5.34,1.0,1.0,1.0
5.36,1.0,1.0,1.0
5.38,1.0,1.0,1.0
5.4,1.0,1.0,1.0
5.42,1.0,1.0,1.0
5.44,1.0,1.0,1.0
5.46,1.0,1.0,1.0
5.48,1.0,1.0,1.0
5.5,1.0,1.0,1.0
5.5200000000000005,1.0,1.0,1.0
5.54,1.0,1.0,1.0
5.5600000000000005,1.0,1.0,1.0
5.58,1.0,1.0,1.0
5.6000000000000005,1.0,1.0,1.0
5.62,1.0,1.0,1.0
5.64,1.0,1.0,1.0
5.66,1.0,1.0,1.0
5.68,1.0,1.0,1.0
5.7,1.0,1.0,1.0
5.72,1.0,1.0,1.0
5.74,1.0,1.0,1.0
5.76,1.0,1.0,1.0
5.78,1.0,1.0,1.0
5.8,1.0,1.0,1.0
5.82,1.0,1.0,1.0
5.84,1.0,1.0,1.0
5.86,1.0,1.0,1.0
5.88,1.0,1.0,1.0
5.9,1.0,1.0,1.0
5.92,1.0,1.0,1.0
5.94,1.0,1.0,1.0
5.96,1.0,1.0,1.0
5.98,1.0,1.0,1.0
6.0,1.0,1.0,1.0
6.0200000000000005,1.0,1.0,1.0
6.04,1.0,1.0,1.0
6.0600000000000005,1.0,1.0,1.0
6.08,1.0,1.0,1.0
6.1000000000000005,1.0,1.0,1.0
6.12,1.0,1.0,1.0
6.140000000000001,1.0,1.0,1.0
6.16,1.0,1.0,1.0
6.18,1.0,1.0,1.0
6.2,1.0,1.0,1.0
6.22,1.0,1.0,1.0
6.24,1.0,1.0,1.0
6.26,1.0,1.0,0.0
6.28,1.0,1.0,0.0
6.3,1.0,1.0,0.0
6.32,1.0,1.0,0.0
6.34,1.0,1.0,0.0
6.36,1.0,1.0,0.0
6.38,1.0,1.0,0.0
6.4,1.0,1.0,0.0
6.42,1.0,1.0,0.0
6.44,1.0,1.0,0.0
6.46,1.0,1.0,0.0
6.48,1.0,1.0,0.0
6.5,1.0,1.0,0.0
6.5200000000000005,1.0,1.0,0.0
6.54,1.0,1.0,0.0
6.5600000000000005,1.0,1.0,0.0
6.58,1.0,1.0,0.0
6.6000000000000005,1.0,1.0,0.0
6.62,1.0,1.0,0.0
6.640000000000001,1.0,1.0,0.0
6.66,1.0,1.0,0.0
6.68,1.0,1.0,0.0
6.7,1.0,1.0,0.0
6.72,1.0,1.0,0.0
6.74,1.0,0.0,0.0
6.76,1.0,0.0,0.0
6.78,1.0,0.0,0.0
6.8,1.0,0.0,0.0
6.82,1.0,0.0,0.0
6.84,1.0,0.0,0.0
6.86,1.0,0.0,0.0
6.88,1.0,0.0,0.0
6.9,1.0,0.0,0.0
6.92,1.0,0.0,0.0
6.94,1.0,0.0,0.0
6.96,1.0,0.0,0.0
6.98,1.0,0.0,0.0
7.0,1.0,0.0,0.0
7.0200000000000005,1.0,0.0,0.0
7.04,1.0,0.0,0.0
7.0600000000000005,1.0,0.0,0.0
7.08,1.0,0.0,0.0
7.1000000000000005,1.0,0.0,0.0
7.12,1.0,0.0,0.0
7.140000000000001,1.0,0.0,0.0
7.16,1.0,0.0,0.0
7.18,1.0,0.0,0.0
7.2,1.0,0.0,0.0
7.22,1.0,0.0,1.0
7.24,1.0,0.0,1.0
7.26,1.0,0.0,1.0
7.28,1.0,0.0,1.0
7.3,1.0,0.0,1.0
7.32,1.0,0.0,1.0
7.34,1.0,0.0,1.0
7.36,1.0,0.0,1.0
7.38,1.0,0.0,1.0
7.4,1.0,0.0,1.0
7.42,1.0,0.0,1.0
7.44,1.0,0.0,1.0
7.46,1.0,0.0,1.0
7.48,1.0,0.0,1.0
7.5,1.0,0.0,1.0
7.5200000000000005,1.0,0.0,1.0
7.54,1.0,0.0,1.0
7.5600000000000005,1.0,0.0,1.0
7.58,1.0,0.0,1.0
7.6000000000000005,1.0,0.0,1.0
7.62,1.0,0.0,1.0
7.640000000000001,1.0,0.0,1.0
7.66,1.0,0.0,1.0
7.68,1.0,0.0,1.0
7.7,1.0,0.0,1.0
7.72,1.0,0.0,1.0
7.74,1.0,0.0,1.0
7.76,1.0,0.0,1.0
7.78,1.0,0.0,1.0
7.8,1.0,0.0,1.0
7.82,1.0,0.0,1.0
7.84,1.0,0.0,1.0
7.86,1.0,0.0,1.0
7.88,1.0,0.0,1.0
7.9,1.0,0.0,1.0
7.92,1.0,0.0,1.0
7.94,1.0,0.0,1.0
7.96,1.0,0.0,1.0
7.98,1.0,0.0,1.0
8.0,1.0,0.0,1.0
8.02,1.0,0.0,1.0
8.040000000000001,1.0,0.0,1.0
8.06,1.0,0.0,1.0
8.08,1.0,0.0,1.0
8.1,1.0,0.0,1.0
8.120000000000001,1.0,0.0,1.0
8.14,1.0,0.0,1.0
8.16,1.0,0.0,1.0
8.18,1.0,1.0,0.0
8.2,1.0,1.0,0.0
8.22,1.0,1.0,0.0
8.24,1.0,1.0,0.0
8.26,1.0,1.0,0.0
8.28,1.0,1.0,0.0
8.3,1.0,1.0,0.0
8.32,1.0,1.0,0.0
8.34,1.0,1.0,0.0
8.36,1.0,1.0,0.0
8.38,1.0,1.0,0.0
8.4,1.0,1.0,0.0
8.42,1.0,1.0,0.0
8.44,1.0,1.0,0.0
8.46,1.0,1.0,0.0
8.48,1.0,1.0,0.0
8.5,1.0,1.0,0.0
8.52,1.0,1.0,0.0
8.540000000000001,1.0,1.0,0.0
8.56,1.0,1.0,0.0
8.58,1.0,1.0,0.0
8.6,1.0,1.0,0.0
8.620000000000001,1.0,1.0,0.0
8.64,1.0,1.0,0.0
8.66,1.0,1.0,0.0
8.68,1.0,1.0,0.0
8.700000000000001,1.0,1.0,0.0
8.72,1.0,1.0,0.0
8.74,1.0,1.0,0.0
8.76,1.0,1.0,0.0
8.78,1.0,1.0,0.0
8.8,1.0,1.0,0.0
8.82,1.0,1.0,0.0
8.84,1.0,1.0,0.0
8.86,1.0,1.0,0.0
8.88,1.0,1.0,0.0
8.9,1.0,1.0,0.0
8.92,1.0,1.0,0.0
8.94,1.0,1.0,0.0
8.96,1.0,1.0,0.0
8.98,1.0,1.0,0.0
9.0,1.0,1.0,0.0
9.02,1.0,1.0,0.0
9.040000000000001,1.0,1.0,0.0
9.06,1.0,1.0,0.0
9.08,1.0,1.0,0.0
9.1,1.0,1.0,0.0
9.120000000000001,1.0,1.0,0.0
9.14,0.0,1.0,0.0
9.16,0.0,1.0,0.0
9.18,0.0,1.0,0.0
9.200000000000001,0.0,1.0,0.0
9.22,0.0,1.0,0.0
9.24,0.0,1.0,0.0
9.26,0.0,1.0,0.0
9.28,0.0,1.0,0.0
9.3,0.0,1.0,0.0
9.32,0.0,1.0,0.0
9.34,0.0,1.0,0.0
9.36,0.0,1.0,0.0
9.38,0.0,1.0,0.0
9.4,0.0,1.0,0.0
9.42,0.0,1.0,0.0
9.44,0.0,1.0,0.0
9.46,0.0,1.0,0.0
9.48,0.0,1.0,0.0
9.5,0.0,1.0,0.0
9.52,0.0,1.0,0.0
9.540000000000001,0.0,1.0,0.0
9.56,0.0,1.0,0.0
9.58,0.0,1.0,0.0
9.6,0.0,1.0,0.0
9.620000000000001,0.0,0.0,1.0
9.64,0.0,0.0,1.0
9.66,0.0,0.0,1.0
9.68,0.0,0.0,1.0
9.700000000000001,0.0,0.0,1.0
9.72,0.0,0.0,1.0
9.74,0.0,0.0,1.0
9.76,0.0,0.0,1.0
9.78,0.0,0.0,1.0
9.8,0.0,0.0,1.0
9.82,0.0,0.0,1.0
9.84,0.0,0.0,1.0
9.86,0.0,0.0,1.0
9.88,0.0,0.0,1.0
9.9,0.0,0.0,1.0
9.92,0.0,0.0,1.0
9.94,0.0,0.0,1.0
9.96,0.0,0.0,1.0
9.98,0.0,0.0,1.0
10.0,0.0,0.0,1.0
10.02,0.0,0.0,1.0
10.040000000000001,0.0,0.0,1.0
10.06,0.0,0.0,1.0
10.08,0.0,0.0,1.0
10.1,1.0,0.0,1.0
10.120000000000001,1.0,0.0,1.0
10.14,1.0,0.0,1.0
10.16,1.0,0.0,1.0
10.18,1.0,0.0,1.0
10.200000000000001,1.0,0.0,1.0
10.22,1.0,0.0,1.0
10.24,1.0,0.0,1.0
10.26,1.0,0.0,1.0
10.28,1.0,0.0,1.0
10.3,1.0,0.0,1.0
10.32,1.0,0.0,1.0
10.34,1.0,0.0,1.0
10.36,1.0,0.0,1.0
10.38,1.0,0.0,1.0
10.4,1.0,0.0,1.0
10.42,1.0,0.0,1.0
10.44,1.0,0.0,1.0
10.46,1.0,0.0,1.0
10.48,1.0,0.0,1.0
10.5,1.0,0.0,1.0
10.52,1.0,0.0,1.0
10.540000000000001,1.0,0.0,1.0
10.56,1.0,0.0,1.0
10.58,1.0,0.0,1.0
10.6,1.0,0.0,1.0
10.620000000000001,1.0,0.0,1.0
10.64,1.0,0.0,1.0
10.66,1.0,0.0,1.0
10.68,1.0,0.0,1.0
10.700000000000001,1.0,0.0,1.0
10.72,1.0,0.0,1.0
10.74,1.0,0.0,1.0
10.76,1.0,0.0,1.0
10.78,1.0,0.0,1.0
10.8,1.0,0.0,1.0
10.82,1.0,0.0,1.0
10.84,1.0,0.0,1.0
10.86,1.0,0.0,1.0
10.88,1.0,0.0,1.0
10.9,1.0,0.0,1.0
10.92,1.0,0.0,1.0
10.94,1.0,0.0,1.0
10.96,1.0,0.0,1.0
10.98,1.0,0.0,1.0
11.0,1.0,0.0,1.0
11.02,1.0,0.0,1.0
11.040000000000001,1.0,0.0,1.0
11.06,1.0,0.0,1.0
11.08,1.0,0.0,1.0
11.1,1.0,0.0,1.0
11.120000000000001,1.0,0.0,1.0
11.14,1.0,0.0,1.0
11.16,1.0,0.0,1.0
11.18,1.0,0.0,1.0
11.200000000000001,1.0,0.0,1.0
11.22,1.0,0.0,1.0
11.24,1.0,0.0,1.0
11.26,1.0,0.0,1.0
11.28,1.0,0.0,1.0
11.3,1.0,0.0,1.0
11.32,1.0,0.0,1.0
11.34,1.0,0.0,1.0
11.36,1.0,0.0,1.0
11.38,1.0,0.0,1.0
11.4,1.0,0.0,1.0
11.42,1.0,0.0,1.0
11.44,1.0,0.0,1.0
11.46,1.0,0.0,1.0
11.48,1.0,0.0,1.0
11.5,1.0,0.0,1.0
11.52,1.0,0.0,1.0
11.540000000000001,1.0,1.0,1.0
11.56,1.0,1.0,1.0
11.58,1.0,1.0,1.0
11.6,1.0,1.0,1.0
11.620000000000001,1.0,1.0,1.0
11.64,1.0,1.0,1.0
11.66,1.0,1.0,1.0
11.68,1.0,1.0,1.0
11.700000000000001,1.0,1.0,1.0
11.72,1.0,1.0,1.0
11.74,1.0,1.0,1.0
11.76,1.0,1.0,1.0
11.78,1.0,1.0,1.0
11.8,1.0,1.0,1.0
11.82,1.0,1.0,1.0
11.84,1.0,1.0,1.0
11.86,1.0,1.0,1.0
11.88,1.0,1.0,1.0
11.9,1.0,1.0,1.0
11.92,1.0,1.0,1.0
11.94,1.0,1.0,1.0
11.96,1.0,1.0,1.0
11.98,1.0,1.0,1.0
12.0,1.0,1.0,1.0
12.02,1.0,1.0,1.0
12.040000000000001,1.0,1.0,1.0
12.06,1.0,1.0,1.0
12.08,1.0,1.0,1.0
12.1,1.0,1.0,1.0
12.120000000000001,1.0,1.0,1.0
12.14,1.0,1.0,1.0
12.16,1.0,1.0,1.0
12.18,1.0,1.0,1.0
12.200000000000001,1.0,1.0,1.0
12.22,1.0,1.0,1.0
12.24,1.0,1.0,1.0
12.26,1.0,1.0,1.0
12.280000000000001,1.0,1.0,1.0
12.3,1.0,1.0,1.0
12.32,1.0,1.0,1.0
12.34,1.0,1.0,1.0
12.36,1.0,1.0,1.0
12.38,1.0,1.0,1.0
12.4,1.0,1.0,1.0
12.42,1.0,1.0,1.0
12.44,1.0,1.0,1.0
12.46,1.0,1.0,1.0
12.48,1.0,1.0,1.0
12.5,0.0,0.0,1.0
12.52,0.0,0.0,1.0
12.540000000000001,0.0,0.0,1.0
12.56,0.0,0.0,1.0
12.58,0.0,0.0,1.0
12.6,0.0,0.0,1.0
12.620000000000001,0.0,0.0,1.0
12.64,0.0,0.0,1.0
12.66,0.0,0.0,1.0
12.68,0.0,0.0,1.0
12.700000000000001,0.0,0.0,1.0
12.72,0.0,0.0,1.0
12.74,0.0,0.0,1.0
12.76,0.0,0.0,1.0
12.780000000000001,0.0,0.0,1.0
12.8,0.0,0.0,1.0
12.82,0.0,0.0,1.0
12.84,0.0,0.0,1.0
12.86,0.0,0.0,1.0
12.88,0.0,0.0,1.0
12.9,0.0,0.0,1.0
12.92,0.0,0.0,1.0
12.94,0.0,0.0,1.0
12.96,0.0,0.0,1.0
12.98,1.0,0.0,0.0
13.0,1.0,0.0,0.0
13.02,1.0,0.0,0.0
13.040000000000001,1.0,0.0,0.0
13.06,1.0,0.0,0.0
13.08,1.0,0.0,0.0
13.1,1.0,0.0,0.0
13.120000000000001,1.0,0.0,0.0
13.14,1.0,0.0,0.0
13.16,1.0,0.0,0.0
13.18,1.0,0.0,0.0
13.200000000000001,1.0,0.0,0.0
13.22,1.0,0.0,0.0
13.24,1.0,0.0,0.0
13.26,1.0,0.0,0.0
13.280000000000001,1.0,0.0,0.0
13.3,1.0,0.0,0.0
13.32,1.0,0.0,0.0
13.34,1.0,0.0,0.0
13.36,1.0,0.0,0.0
13.38,1.0,0.0,0.0
13.4,1.0,0.0,0.0
13.42,1.0,0.0,0.0
13.44,1.0,0.0,0.0
13.46,1.0,0.0,1.0
13.48,1.0,0.0,1.0
13.5,1.0,0.0,1.0
13.52,1.0,0.0,1.0
13.540000000000001,1.0,0.0,1.0
13.56,1.0,0.0,1.0
13.58,1.0,0.0,1.0
13.6,1.0,0.0,1.0
13.620000000000001,1.0,0.0,1.0
13.64,1.0,0.0,1.0
13.66,1.0,0.0,1.0
13.68,1.0,0.0,1.0
13.700000000000001,1.0,0.0,1.0
13.72,1.0,0.0,1.0
13.74,1.0,0.0,1.0
13.76,1.0,0.0,1.0
13.780000000000001,1.0,0.0,1.0
13.8,1.0,0.0,1.0
13.82,1.0,0.0,1.0
13.84,1.0,0.0,1.0
13.86,1.0,0.0,1.0
13.88,1.0,0.0,1.0
13.9,1.0,0.0,1.0
13.92,1.0,0.0,1.0
13.94,1.0,0.0,1.0
13.96,1.0,0.0,1.0
13.98,1.0,0.0,1.0
14.0,1.0,0.0,1.0
14.02,1.0,0.0,1.0
14.040000000000001,1.0,0.0,1.0
14.06,1.0,0.0,1.0
14.08,1.0,0.0,1.0
14.1,1.0,0.0,1.0
14.120000000000001,1.0,0.0,1.0
14.14,1.0,0.0,1.0
14.16,1.0,0.0,1.0
14.18,1.0,0.0,1.0
14.200000000000001,1.0,0.0,1.0
14.22,1.0,0.0,1.0
14.24,1.0,0.0,1.0
14.26,1.0,0.0,1.0
14.280000000000001,1.0,0.0,1.0
14.3,1.0,0.0,1.0
14.32,1.0,0.0,1.0
14.34,1.0,0.0,1.0
14.36,1.0,0.0,1.0
14.38,1.0,0.0,1.0
14.4,1.0,0.0,1.0
14.42,0.0,0.0,0.0
14.44,0.0,0.0,0.0
14.46,0.0,0.0,0.0
14.48,0.0,0.0,0.0
14.5,0.0,0.0,0.0
14.52,0.0,0.0,0.0
14.540000000000001,0.0,0.0,0.0
14.56,0.0,0.0,0.0
14.58,0.0,0.0,0.0
14.6,0.0,0.0,0.0
14.620000000000001,0.0,0.0,0.0
14.64,0.0,0.0,0.0
14.66,0.0,0.0,0.0
14.68,0.0,0.0,0.0
14.700000000000001,0.0,0.0,0.0
14.72,0.0,0.0,0.0
14.74,0.0,0.0,0.0
14.76,0.0,0.0,0.0
14.780000000000001,0.0,0.0,0.0
14.8,0.0,0.0,0.0
14.82,0.0,0.0,0.0
14.84,0.0,0.0,0.0
14.86,0.0,0.0,0.0
14.88,0.0,0.0,0.0
14.9,0.0,0.0,0.0
14.92,0.0,0.0,0.0
14.94,0.0,0.0,0.0
14.96,0.0,0.0,0.0
14.98,0.0,0.0,0.0
15.0,0.0,0.0,0.0
15.02,0.0,0.0,0.0
15.040000000000001,0.0,0.0,0.0
15.06,0.0,0.0,0.0
15.08,0.0,0.0,0.0
15.1,0.0,0.0,0.0
15.120000000000001,0.0,0.0,0.0
15.14,0.0,0.0,0.0
15.16,0.0,0.0,0.0
15.18,0.0,0.0,0.0
15.200000000000001,0.0,0.0,0.0
15.22,0.0,0.0,0.0
15.24,0.0,0.0,0.0
15.26,0.0,0.0,0.0
15.280000000000001,0.0,0.0,0.0
15.3,0.0,0.0,0.0
15.32,0.0,0.0,0.0
15.34,0.0,0.0,0.0
15.36,0.0,0.0,0.0
15.38,1.0,0.0,0.0
15.4,1.0,0.0,0.0
15.42,1.0,0.0,0.0
15.44,1.0,0.0,0.0
15.46,1.0,0.0,0.0
15.48,1.0,0.0,0.0
15.5,1.0,0.0,0.0
15.52,1.0,0.0,0.0
15.540000000000001,1.0,0.0,0.0
15.56,1.0,0.0,0.0
15.58,1.0,0.0,0.0
15.6,1.0,0.0,0.0
15.620000000000001,1.0,0.0,0.0
15.64,1.0,0.0,0.0
15.66,1.0,0.0,0.0
15.68,1.0,0.0,0.0
15.700000000000001,1.0,0.0,0.0
15.72,1.0,0.0,0.0
15.74,1.0,0.0,0.0
15.76,1.0,0.0,0.0
15.780000000000001,1.0,0.0,0.0
15.8,1.0,0.0,0.0
15.82,1.0,0.0,0.0
15.84,1.0,0.0,0.0
15.860000000000001,1.0,0.0,0.0
15.88,1.0,0.0,0.0
15.9,1.0,0.0,0.0
15.92,1.0,0.0,0.0
15.94,1.0,0.0,0.0
15.96,1.0,0.0,0.0
15.98,1.0,0.0,0.0
16.0,1.0,0.0,0.0
16.02,1.0,0.0,0.0
16.04,1.0,0.0,0.0
16.06,1.0,0.0,0.0
16.080000000000002,1.0,0.0,0.0
16.1,1.0,0.0,0.0
16.12,1.0,0.0,0.0
16.14,1.0,0.0,0.0
16.16,1.0,0.0,0.0
16.18,1.0,0.0,0.0
16.2,1.0,0.0,0.0
16.22,1.0,0.0,0.0
16.240000000000002,1.0,0.0,0.0
16.26,1.0,0.0,0.0
16.28,1.0,0.0,0.0
16.3,1.0,0.0,0.0
16.32,1.0,0.0,0.0
16.34,1.0,0.0,0.0
16.36,1.0,0.0,0.0
16.38,1.0,0.0,0.0
16.4,1.0,0.0,0.0
16.42,1.0,0.0,0.0
16.44,1.0,0.0,0.0
16.46,1.0,0.0,0.0
16.48,1.0,0.0,0.0
16.5,1.0,0.0,0.0
16.52,1.0,0.0,0.0
16.54,1.0,0.0,0.0
16.56,1.0,0.0,0.0
16.580000000000002,1.0,0.0,0.0
16.6,1.0,0.0,0.0
16.62,1.0,0.0,0.0
16.64,1.0,0.0,0.0
16.66,1.0,0.0,0.0
16.68,1.0,0.0,0.0
16.7,1.0,0.0,0.0
16.72,1.0,0.0,0.0
16.740000000000002,1.0,0.0,0.0
16.76,1.0,0.0,0.0
16.78,1.0,0.0,0.0
16.8,1.0,0.0,0.0
16.82,1.0,1.0,1.0
16.84,1.0,1.0,1.0
